"age","gender","city","event_freq","travel_willingness","importance_meet_people","age_connect","gender_connect","maintain_contact","wish_maintain_contact","event_category","Municipality","region","neighbors","ID","Latitude","Longitude"
20,"male",8200,"once a month","in_city","2","older","female, male","never","always","Food & Drink, Charity, Education, Performing and Visual Arts","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_212",56.1624161693548,9.97664785510301
22,"female",4600,"once a month","region","4","same","female","sometimes","sometimes","Food & Drink, Music, Film & Media, Performing and Visual Arts","Køge","Sjælland","Faxe, Lejre, Ringsted, Roskilde, Solrød, Stevns","PER_213",55.3987083223846,12.0440384369865
49,"female",3300,"once a month","neighbouring","2","older","female","sometimes","sometimes","Food & Drink, Health, Music, Performing and Visual Arts, Spirituality","Halsnæs","Hovedstaden","Frederikssund, Gribskov, Hillerød","PER_214",55.9799276824782,11.9466670315283
22,"female",8000,"once a week","neighbouring","3","younger","male, genderqueer","sometimes","sometimes","Food & Drink, Health","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_215",56.1196365194332,10.0237547627085
23,"female",8000,"once a month","anywhere","5","older","female, male","never","never","Food & Drink, Music, Film & Media, Performing and Visual Arts, Science & Tech, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_216",56.3178741554614,10.2057308562171
25,"male",8200,"once a month","anywhere","5","same","male","sometimes","sometimes","Food & Drink, Film & Media, Performing and Visual Arts","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_217",56.181533579906,10.2305268386996
22,"female",4600,"once a month","region","4","same","female","sometimes","sometimes","Food & Drink, Music, Film & Media, Performing and Visual Arts","Køge","Sjælland","Faxe, Lejre, Ringsted, Roskilde, Solrød, Stevns","PER_218",55.4211219500822,11.9571590569733
23,"female",8000,"once a month","in_city","4","same","female","never","sometimes","Food & Drink, Health, Music, Film & Media, Performing and Visual Arts, Science & Tech, Sports & Fitness, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_219",56.2942478185597,10.2508950615792
24,"female",9000,"once a month","region","4","same","female, male, genderqueer, other","sometimes","sometimes","Food & Drink, Music, Charity, Education, Film & Media, Performing and Visual Arts, Travel & Outdoor","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_220",56.9806163591137,9.96011485752424
26,"female",8000,"multiple times a week","neighbouring","4","same","female, male, genderqueer","sometimes","sometimes","Food & Drink, Health, Music, Business, Charity, Education, Film & Media, Performing and Visual Arts, Spirituality, Sports & Fitness, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_221",56.1397238992667,10.0620821023951
21,"female",8000,"once a month","neighbouring","3","same","female, genderqueer","sometimes","sometimes","Food & Drink, Music, Performing and Visual Arts","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_222",56.2698857489081,10.3472586202607
23,"male",1310,"once a month","neighbouring","5","same","male","never","never","Food & Drink, Health, Music, Film & Media, Science & Tech, Sports & Fitness, Travel & Outdoor","København","Hovedstaden","Frederiksberg, Gentofte, Gladsaxe, Herlev, Hvidovre, Rødovre, Tårnby","PER_223",55.646722568921,12.51826855965
21,"female",8000,"once a month","anywhere","4","same","female, male, genderqueer","sometimes","sometimes","Food & Drink, Music, Charity, Education, Film & Media, Performing and Visual Arts, Sports & Fitness","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_224",56.218244522019,10.213907222799
23,"female",8240,"rarely","anywhere","4","same","female, male","sometimes","sometimes","Music, Education, Film & Media, Performing and Visual Arts, Science & Tech, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_225",56.109625900604,10.0430478029613
23,"female",8000,"once a month","in_city","4","same","female","never","sometimes","Food & Drink, Health, Music, Film & Media, Performing and Visual Arts, Science & Tech, Sports & Fitness, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_226",56.1797554933372,10.0691625011339
24,"female",2300,"once a month","region","5","same","female","sometimes","sometimes","Health, Charity, Education, Science & Tech","Frederiksberg","Hovedstaden","København","PER_227",55.6778103099608,12.5405100011983
23,"female",8240,"rarely","anywhere","4","same","female, male","sometimes","sometimes","Music, Education, Film & Media, Performing and Visual Arts, Science & Tech, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_228",56.1198263208542,10.2203704753168
19,"female",8000,"multiple times a week","neighbouring","4","same","female","sometimes","always","Food & Drink, Music, Education, Film & Media, Performing and Visual Arts, Science & Tech, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_229",56.2331977172064,10.1750395602152
23,"female",8000,"once a week","in_city","2","older","female, male","sometimes","sometimes","Food & Drink, Health, Music, Education, Film & Media, Performing and Visual Arts, Spirituality, Science & Tech","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_230",56.0784934713267,10.0966152859774
20,"male",8200,"once a month","in_city","2","older","female, male","never","always","Food & Drink, Charity, Education, Performing and Visual Arts","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_231",56.2075832002223,10.0954441155539
23,"female",8200,"once a week","in_city","3","same","female, male","sometimes","sometimes","Food & Drink, Health, Music, Spirituality, Science & Tech, Sports & Fitness, Travel & Outdoor, Cars & Boats & Planes","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_232",56.136476434357,10.0870342909506
21,"female",2300,"rarely","in_city","5","older","female, genderqueer","never","never","Performing and Visual Arts, Spirituality","Frederiksberg","Hovedstaden","København","PER_233",55.680912685061,12.5303814379512
49,"female",3300,"once a month","neighbouring","2","older","female","sometimes","sometimes","Food & Drink, Health, Music, Spirituality, Travel & Outdoor","Halsnæs","Hovedstaden","Frederikssund, Gribskov, Hillerød","PER_234",55.9703245726197,12.1089749108856
26,"male",9000,"once a week","anywhere","2","same","female, male, genderqueer, other","sometimes","sometimes","Food & Drink, Music, Charity, Education, Film & Media, Performing and Visual Arts, Spirituality, Sports & Fitness, Travel & Outdoor","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_235",57.0323656730682,9.67826036552901
22,"female",4000,"once a week","region","2","same","female, male","sometimes","always","Food & Drink, Health, Music, Business, Sports & Fitness, Travel & Outdoor","Roskilde","Sjælland","Egedal, Frederikssund, Høje Taastrup, Greve, Køge, Lejre, Solrød","PER_236",55.5740168485449,12.1790074316058
22,"female",8000,"once a week","region","2","older","female, male","sometimes","sometimes","Food & Drink, Health, Music, Charity, Education, Film & Media, Performing and Visual Arts, Spirituality, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_237",56.1275603143708,10.028852694766
22,"female",8000,"once a week","neighbouring","3","younger","male, genderqueer","sometimes","sometimes","Food & Drink, Health","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_238",56.0979775266673,10.1872903262207
27,"male",9000,"once a month","region","4","same","male","sometimes","sometimes","Food & Drink, Science & Tech, Travel & Outdoor","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_239",57.1284444652487,9.75984805408758
22,"female",8520,"once a month","anywhere","5","same","female, genderqueer, other","sometimes","sometimes","Music, Charity, Film & Media, Performing and Visual Arts, Spirituality, Travel & Outdoor","Norddjurs","Midtjylland","Randers, Syddjurs","PER_240",56.5520970028413,10.3188036495351
23,"female",8000,"once a month","in_city","4","same","female","never","sometimes","Food & Drink, Health, Music, Film & Media, Performing and Visual Arts, Science & Tech, Sports & Fitness, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_241",56.1427444690478,10.2186177625551
23,"female",8000,"once a week","in_city","2","older","female, male","sometimes","sometimes","Food & Drink, Health, Music, Education, Film & Media, Performing and Visual Arts, Spirituality, Science & Tech","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_242",56.2086229928426,10.0127661905168
23,"female",8210,"once a week","in_city","3","same","female, genderqueer","sometimes","sometimes","Food & Drink, Health, Music, Charity, Education, Film & Media, Performing and Visual Arts, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_243",56.1742994392828,10.0789689842686
20,"female",8260,"once a week","anywhere","4","same","female, genderqueer","sometimes","sometimes","Food & Drink, Music, Charity, Education, Sports & Fitness","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_244",56.2007008766101,10.2524857368569
21,"female",2300,"rarely","in_city","5","older","female, genderqueer","never","never","Performing and Visual Arts, Spirituality","Frederiksberg","Hovedstaden","København","PER_245",55.6740766159293,12.5193089271925
22,"genderqueer",7830,"rarely","region","3","same","female, genderqueer, other","never","always","Food & Drink, Health, Music, Charity, Film & Media, Performing and Visual Arts, Spirituality, Science & Tech, Sports & Fitness, Travel & Outdoor","Skive","Midtjylland","Holstebro, Viborg","PER_246",56.6043885937696,8.76072630281046
22,"female",4000,"once a week","region","2","same","female, male","sometimes","always","Food & Drink, Health, Music, Business, Sports & Fitness, Travel & Outdoor","Roskilde","Sjælland","Egedal, Frederikssund, Høje Taastrup, Greve, Køge, Lejre, Solrød","PER_247",55.6868444003419,12.1430592299092
18,"female",8200,"once a week","in_city","3","same","female","never","sometimes","Food & Drink, Health, Music, Education, Film & Media, Performing and Visual Arts, Science & Tech, Sports & Fitness, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_248",56.2075437298806,10.1810820567136
21,"female",8000,"once a month","anywhere","4","same","female, male, genderqueer","sometimes","sometimes","Food & Drink, Music, Charity, Education, Film & Media, Performing and Visual Arts, Sports & Fitness","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_249",56.1874343748284,10.1403729547241
26,"female",8000,"multiple times a week","neighbouring","4","same","female, male, genderqueer","sometimes","sometimes","Food & Drink, Health, Music, Business, Charity, Education, Film & Media, Performing and Visual Arts, Spirituality, Sports & Fitness, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_250",56.269284319058,10.1571212940923
21,"female",8000,"once a month","in_city","4","same","female, male, genderqueer","sometimes","sometimes","Food & Drink, Music, Education, Film & Media, Performing and Visual Arts, Science & Tech, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_251",56.0525331276452,10.1808887021072
23,"male",4681,"once a week","anywhere","2","same","female, male","sometimes","sometimes","Food & Drink, Health, Science & Tech, Sports & Fitness, Travel & Outdoor, Cars & Boats & Planes","Stevns","Sjælland","Faxe, Køge","PER_252",55.344258741294,12.4234420456163
23,"female",8240,"once a month","neighbouring","2","same","female","sometimes","sometimes","Food & Drink, Health, Music, Sports & Fitness","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_253",56.270739503843,10.3200441649111
22,"male",8000,"once a month","neighbouring","3","older","female","never","sometimes","Food & Drink, Health, Music, Business, Film & Media","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_254",56.1384405786776,9.97806003787814
26,"male",9000,"once a week","anywhere","2","same","female, male, genderqueer, other","sometimes","sometimes","Food & Drink, Music, Charity, Education, Film & Media, Performing and Visual Arts, Spirituality, Sports & Fitness, Travel & Outdoor","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_255",56.9359739351526,9.93458803007675
22,"female",4000,"once a week","region","2","same","female, male","sometimes","always","Food & Drink, Health, Music, Business, Sports & Fitness, Travel & Outdoor","Roskilde","Sjælland","Egedal, Frederikssund, Høje Taastrup, Greve, Køge, Lejre, Solrød","PER_256",55.6379237973528,12.0998946571121
52,"female",4660,"rarely","anywhere","5","same","female","sometimes","never","Health, Music, Business, Film & Media, Spirituality, Sports & Fitness, Travel & Outdoor","Stevns","Sjælland","Faxe, Køge","PER_257",55.2658160751546,12.3179591800939
23,"male",8200,"rarely","neighbouring","4","same","male","never","sometimes","Food & Drink, Health, Music, Education, Film & Media, Science & Tech","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_258",56.0856857387962,10.1040486745984
23,"female",8000,"once a month","anywhere","5","older","female, male","never","never","Food & Drink, Music, Film & Media, Performing and Visual Arts, Science & Tech, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_259",56.0745342092904,10.1060329516901
52,"female",4660,"rarely","anywhere","5","same","female","sometimes","never","Health, Music, Business, Film & Media, Spirituality, Sports & Fitness, Travel & Outdoor","Stevns","Sjælland","Faxe, Køge","PER_260",55.2580616620146,12.3148139937551
25,"male",8000,"once a month","neighbouring","3","same","female, male","sometimes","sometimes","Health, Business, Education, Science & Tech, Sports & Fitness, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_261",56.2390697223756,10.2323818465308
52,"female",4660,"rarely","anywhere","5","same","female","sometimes","never","Health, Music, Business, Film & Media, Spirituality, Sports & Fitness, Travel & Outdoor","Stevns","Sjælland","Faxe, Køge","PER_262",55.2671037979937,12.3236766609712
49,"female",3300,"once a month","neighbouring","2","older","female","sometimes","sometimes","Food & Drink, Health, Music, Performing and Visual Arts, Spirituality","Halsnæs","Hovedstaden","Frederikssund, Gribskov, Hillerød","PER_263",55.9905434574949,11.9480209976763
19,"female",8000,"multiple times a week","neighbouring","4","same","female","sometimes","always","Food & Drink, Music, Education, Film & Media, Performing and Visual Arts, Science & Tech, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_264",56.0820334762428,10.0892516122263
23,"male",1310,"once a month","neighbouring","5","same","male","never","never","Food & Drink, Health, Music, Film & Media, Science & Tech, Sports & Fitness, Travel & Outdoor","København","Hovedstaden","Frederiksberg, Gentofte, Gladsaxe, Herlev, Hvidovre, Rødovre, Tårnby","PER_265",55.657305630102,12.5734705984981
57,"female",7321,"once a week","anywhere","1","same","female, male","sometimes","sometimes","Health, Business, Charity, Education, Spirituality, Science & Tech, Travel & Outdoor","Billund","Syddanmark","Herning, Ikast-Brande, Ringkøbing-Skjern, Varde, Vejen, Vejle","PER_266",55.6276532481949,9.09886751712593
22,"female",4600,"once a month","region","4","same","female","sometimes","sometimes","Food & Drink, Music, Film & Media, Performing and Visual Arts","Køge","Sjælland","Faxe, Lejre, Ringsted, Roskilde, Solrød, Stevns","PER_267",55.4120384819399,12.0396029647646
21,"female",8000,"once a month","anywhere","4","same","female, male, genderqueer","sometimes","sometimes","Food & Drink, Music, Charity, Education, Film & Media, Performing and Visual Arts, Sports & Fitness","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_268",56.1802382299718,10.0336505852336
25,"male",8200,"once a month","anywhere","5","same","male","sometimes","sometimes","Food & Drink, Film & Media, Performing and Visual Arts","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_269",56.1455738488427,10.0115851086354
22,"female",9000,"once a week","anywhere","3","same","female, male","sometimes","sometimes","Food & Drink, Health, Music, Film & Media, Performing and Visual Arts, Spirituality, Travel & Outdoor","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_270",56.9340410201163,10.0387111312008
27,"male",9000,"once a month","region","4","same","male","sometimes","sometimes","Food & Drink, Science & Tech, Travel & Outdoor","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_271",57.0702404272129,10.1131744034894
22,"female",4000,"once a week","region","2","same","female, male","sometimes","always","Food & Drink, Health, Music, Business, Sports & Fitness, Travel & Outdoor","Roskilde","Sjælland","Egedal, Frederikssund, Høje Taastrup, Greve, Køge, Lejre, Solrød","PER_272",55.6578966144433,12.110422296773
25,"male",8000,"once a month","neighbouring","3","same","female, male","sometimes","sometimes","Health, Business, Education, Science & Tech, Sports & Fitness, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_273",56.2150665175943,10.2797658281591
27,"male",9000,"once a month","region","4","same","male","sometimes","sometimes","Food & Drink, Science & Tech, Travel & Outdoor","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_274",57.002301815068,9.94553613686136
23,"female",8000,"once a week","in_city","2","older","female, male","sometimes","sometimes","Food & Drink, Health, Music, Education, Film & Media, Performing and Visual Arts, Spirituality, Science & Tech","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_275",56.2141778189783,10.1253264869048
22,"genderqueer",7830,"rarely","region","3","same","female, genderqueer, other","never","always","Food & Drink, Health, Music, Charity, Film & Media, Performing and Visual Arts, Spirituality, Science & Tech, Sports & Fitness, Travel & Outdoor","Skive","Midtjylland","Holstebro, Viborg","PER_276",56.6049301804891,9.19398959885895
18,"female",8200,"once a week","in_city","3","same","female","never","sometimes","Food & Drink, Health, Music, Education, Film & Media, Performing and Visual Arts, Science & Tech, Sports & Fitness, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_277",56.1169781776549,10.1009681613366
24,"female",8000,"once a month","anywhere","5","same","female","never","never","Food & Drink, Music, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_278",56.3073864571426,10.2148914470376
18,"female",8200,"once a week","in_city","3","same","female","never","sometimes","Food & Drink, Health, Music, Education, Film & Media, Performing and Visual Arts, Science & Tech, Sports & Fitness, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_279",56.2579373294993,10.1959169289376
22,"female",5260,"rarely","anywhere","3","same","female","sometimes","always","Food & Drink, Health, Music, Education, Film & Media, Performing and Visual Arts, Travel & Outdoor","Odense","Syddanmark","Assens, Faaborg-Midtfyn, Kerteminde, Nordfyns","PER_280",55.428010593257,10.5062063093433
24,"female",2650,"rarely","anywhere","3","older","female","never","sometimes","Food & Drink, Charity, Film & Media, Travel & Outdoor","Hvidovre","Hovedstaden","Brøndby, København, Rødovre, Tårnby","PER_281",55.6031716724907,12.4570004654327
21,"female",8200,"once a month","anywhere","5","same","female, genderqueer","sometimes","sometimes","Health, Music, Charity, Film & Media","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_282",56.0774975402723,10.2247902186935
22,"female",9000,"once a month","neighbouring","5","same","female, male, genderqueer","sometimes","sometimes","Food & Drink, Health, Music, Business, Charity, Education, Film & Media, Performing and Visual Arts, Spirituality, Science & Tech, Sports & Fitness, Travel & Outdoor","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_283",56.933968525469,9.57448363395645
22,"male",8000,"once a month","neighbouring","3","older","female","never","sometimes","Food & Drink, Health, Music, Business, Film & Media","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_284",56.2220823815883,10.1973995746734
21,"female",8000,"once a month","anywhere","4","same","female, male, genderqueer","sometimes","sometimes","Food & Drink, Music, Charity, Education, Film & Media, Performing and Visual Arts, Sports & Fitness","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_285",56.0834009231404,10.1106213391626
22,"female",8520,"once a month","anywhere","5","same","female, genderqueer, other","sometimes","sometimes","Music, Charity, Film & Media, Performing and Visual Arts, Spirituality, Travel & Outdoor","Norddjurs","Midtjylland","Randers, Syddjurs","PER_286",56.3914100407814,10.2840100889782
21,"female",8000,"once a month","anywhere","4","same","female, male, genderqueer","sometimes","sometimes","Food & Drink, Music, Charity, Education, Film & Media, Performing and Visual Arts, Sports & Fitness","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_287",56.2623234528665,10.1623347034306
22,"female",8000,"once a week","region","2","older","female, male","sometimes","sometimes","Food & Drink, Health, Music, Charity, Education, Film & Media, Performing and Visual Arts, Spirituality, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_288",56.033003861422,10.1788801121173
19,"female",8000,"multiple times a week","neighbouring","4","same","female","sometimes","always","Food & Drink, Music, Education, Film & Media, Performing and Visual Arts, Science & Tech, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_289",56.0754319072415,10.1905354730519
23,"female",8240,"rarely","anywhere","4","same","female, male","sometimes","sometimes","Music, Education, Film & Media, Performing and Visual Arts, Science & Tech, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_290",56.0320434931156,10.1510043325274
23,"female",8000,"once a month","anywhere","5","older","female, male","never","never","Food & Drink, Music, Film & Media, Performing and Visual Arts, Science & Tech, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_291",56.2013315865481,10.026050598907
22,"female",4000,"once a week","region","2","same","female, male","sometimes","always","Food & Drink, Health, Music, Business, Sports & Fitness, Travel & Outdoor","Roskilde","Sjælland","Egedal, Frederikssund, Høje Taastrup, Greve, Køge, Lejre, Solrød","PER_292",55.5981747309306,12.1089281812539
22,"female",4600,"once a month","region","4","same","female, male","sometimes","sometimes","Food & Drink, Health, Music, Business, Education, Sports & Fitness, Travel & Outdoor","Køge","Sjælland","Faxe, Lejre, Ringsted, Roskilde, Solrød, Stevns","PER_293",55.483886429329,12.1835437898338
24,"male",8381,"once a month","anywhere","5","same","male","never","never","Food & Drink, Health, Music, Film & Media, Performing and Visual Arts, Science & Tech, Sports & Fitness, Travel & Outdoor, Cars & Boats & Planes","Samsø","Midtjylland","","PER_294",55.8673331310139,10.6377199962776
22,"female",8000,"once a week","neighbouring","3","younger","male, genderqueer","sometimes","sometimes","Food & Drink, Health","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_295",56.2840734204104,10.3370898947423
26,"female",8000,"multiple times a week","neighbouring","4","same","female, male, genderqueer","sometimes","sometimes","Food & Drink, Health, Music, Business, Charity, Education, Film & Media, Performing and Visual Arts, Spirituality, Sports & Fitness, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_296",56.0309112638796,10.1300416003347
22,"female",5260,"rarely","anywhere","3","same","female","sometimes","always","Food & Drink, Health, Music, Education, Film & Media, Performing and Visual Arts, Travel & Outdoor","Odense","Syddanmark","Assens, Faaborg-Midtfyn, Kerteminde, Nordfyns","PER_297",55.4529299647278,10.2881996388021
22,"male",8000,"once a month","neighbouring","3","older","female","never","sometimes","Food & Drink, Health, Music, Business, Film & Media","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_298",56.1446747797934,10.163981276645
18,"female",8200,"once a week","in_city","3","same","female","never","sometimes","Food & Drink, Health, Music, Education, Film & Media, Performing and Visual Arts, Science & Tech, Sports & Fitness, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_299",56.1442433095119,10.1747889550501
23,"female",8240,"once a month","neighbouring","2","same","female","sometimes","sometimes","Food & Drink, Health, Music, Sports & Fitness","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_300",56.2961665342932,10.1838279971941
22,"genderqueer",7830,"rarely","region","3","same","female, genderqueer, other","never","always","Food & Drink, Health, Music, Charity, Film & Media, Performing and Visual Arts, Spirituality, Science & Tech, Sports & Fitness, Travel & Outdoor","Skive","Midtjylland","Holstebro, Viborg","PER_301",56.7705926789397,8.90910356371709
25,"male",8200,"once a month","anywhere","5","same","male","sometimes","sometimes","Food & Drink, Film & Media, Performing and Visual Arts","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_302",56.2243285280059,10.1629211362389
24,"male",8381,"once a month","anywhere","5","same","male","never","never","Food & Drink, Health, Music, Film & Media, Performing and Visual Arts, Science & Tech, Sports & Fitness, Travel & Outdoor, Cars & Boats & Planes","Samsø","Midtjylland","","PER_303",55.9653339242211,10.5570191153194
21,"female",8000,"once a month","in_city","4","same","female, male, genderqueer","sometimes","sometimes","Food & Drink, Music, Education, Film & Media, Performing and Visual Arts, Science & Tech, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_304",56.1803491097761,10.0611777387185
24,"female",2300,"once a month","region","5","same","female","sometimes","sometimes","Health, Charity, Education, Science & Tech","Frederiksberg","Hovedstaden","København","PER_305",55.6864923983676,12.5433447892663
22,"female",8000,"once a week","region","2","older","female, male","sometimes","sometimes","Food & Drink, Health, Music, Charity, Education, Film & Media, Performing and Visual Arts, Spirituality, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_306",56.2060009786189,10.0592958040358
24,"female",9000,"once a month","region","4","same","female, male, genderqueer, other","sometimes","sometimes","Food & Drink, Music, Charity, Education, Film & Media, Performing and Visual Arts, Travel & Outdoor","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_307",56.9634119270712,9.70534970804407
24,"female",2650,"rarely","anywhere","3","older","female","never","sometimes","Food & Drink, Charity, Film & Media, Travel & Outdoor","Hvidovre","Hovedstaden","Brøndby, København, Rødovre, Tårnby","PER_308",55.6174321387109,12.4507719787345
22,"female",5260,"rarely","anywhere","3","same","female","sometimes","always","Food & Drink, Health, Music, Education, Film & Media, Performing and Visual Arts, Travel & Outdoor","Odense","Syddanmark","Assens, Faaborg-Midtfyn, Kerteminde, Nordfyns","PER_309",55.4596770347826,10.3118887990416
57,"female",7321,"once a week","anywhere","1","same","female, male","sometimes","sometimes","Health, Business, Charity, Education, Spirituality, Science & Tech, Travel & Outdoor","Billund","Syddanmark","Herning, Ikast-Brande, Ringkøbing-Skjern, Varde, Vejen, Vejle","PER_310",55.7682957562131,9.05130677014565
22,"genderqueer",7830,"rarely","region","3","same","female, genderqueer, other","never","always","Food & Drink, Health, Music, Charity, Film & Media, Performing and Visual Arts, Spirituality, Science & Tech, Sports & Fitness, Travel & Outdoor","Skive","Midtjylland","Holstebro, Viborg","PER_311",56.6330076488668,9.00637353029734
22,"female",8000,"once a week","region","2","older","female, male","sometimes","sometimes","Food & Drink, Health, Music, Charity, Education, Film & Media, Performing and Visual Arts, Spirituality, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_312",56.1123083144647,10.1981004768681
26,"female",8000,"multiple times a week","neighbouring","4","same","female, male, genderqueer","sometimes","sometimes","Food & Drink, Health, Music, Business, Charity, Education, Film & Media, Performing and Visual Arts, Spirituality, Sports & Fitness, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_313",56.2531602007381,10.3274488926709
24,"female",2300,"once a month","region","5","same","female","sometimes","sometimes","Health, Charity, Education, Science & Tech","Frederiksberg","Hovedstaden","København","PER_314",55.6784374735157,12.5522970731868
22,"genderqueer",7830,"rarely","region","3","same","female, genderqueer, other","never","always","Food & Drink, Health, Music, Charity, Film & Media, Performing and Visual Arts, Spirituality, Science & Tech, Sports & Fitness, Travel & Outdoor","Skive","Midtjylland","Holstebro, Viborg","PER_315",56.6250034493363,8.9552783599279
22,"female",4600,"once a month","region","4","same","female, male","sometimes","sometimes","Food & Drink, Health, Music, Business, Education, Sports & Fitness, Travel & Outdoor","Køge","Sjælland","Faxe, Lejre, Ringsted, Roskilde, Solrød, Stevns","PER_316",55.4688199826414,12.1654569564018
